空气阻力系数k = f / v^2 = 0.800000, 初速(m/s)(向上为正) = -100.000000, 物体质量(kg) = 1.000000, 计算时间精度(ms) = 1.000000, 总计算时间(ms) = 10000.000000
时间(ms),速度(m/s),加速度(m/s^2),位移(m),总位移(m),冲量(Ns),做功(j)
3895.000000,-3.500000,-0.000000,-0.003500,-16.914709,-96.500000,0.000000
3900.000000,-3.500000,-0.000000,-0.003500,-16.932209,-96.500000,0.000000
3905.000000,-3.500000,-0.000000,-0.003500,-16.949709,-96.500000,0.000000
3910.000000,-3.500000,-0.000000,-0.003500,-16.967209,-96.500000,0.000000
3915.000000,-3.500000,-0.000000,-0.003500,-16.984709,-96.500000,0.000000
3920.000000,-3.500000,-0.000000,-0.003500,-17.002209,-96.500000,0.000000
3925.000000,-3.500000,-0.000000,-0.003500,-17.019709,-96.500000,0.000000
3930.000000,-3.500000,-0.000000,-0.003500,-17.037209,-96.500000,0.000000
3935.000000,-3.500000,-0.000000,-0.003500,-17.054709,-96.500000,0.000000
3940.000000,-3.500000,-0.000000,-0.003500,-17.072209,-96.500000,0.000000
3945.000000,-3.500000,-0.000000,-0.003500,-17.089709,-96.500000,0.000000
3950.000000,-3.500000,-0.000000,-0.003500,-17.107209,-96.500000,0.000000
3955.000000,-3.500000,-0.000000,-0.003500,-17.124709,-96.500000,0.000000
3960.000000,-3.500000,-0.000000,-0.003500,-17.142209,-96.500000,0.000000
3965.000000,-3.500000,-0.000000,-0.003500,-17.159709,-96.500000,0.000000
3970.000000,-3.500000,-0.000000,-0.003500,-17.177209,-96.500000,0.000000
3975.000000,-3.500000,-0.000000,-0.003500,-17.194709,-96.500000,0.000000
3980.000000,-3.500000,-0.000000,-0.003500,-17.212209,-96.500000,0.000000
3985.000000,-3.500000,-0.000000,-0.003500,-17.229709,-96.500000,0.000000
3990.000000,-3.500000,-0.000000,-0.003500,-17.247209,-96.500000,0.000000
3995.000000,-3.500000,-0.000000,-0.003500,-17.264709,-96.500000,0.000000
4000.000000,-3.500000,-0.000000,-0.003500,-17.282209,-96.500000,0.000000
4005.000000,-3.500000,-0.000000,-0.003500,-17.299709,-96.500000,0.000000
4010.000000,-3.500000,-0.000000,-0.003500,-17.317209,-96.500000,0.000000
4015.000000,-3.500000,-0.000000,-0.003500,-17.334709,-96.500000,0.000000
4020.000000,-3.500000,-0.000000,-0.003500,-17.352209,-96.500000,0.000000
4025.000000,-3.500000,-0.000000,-0.003500,-17.369709,-96.500000,0.000000
4030.000000,-3.500000,-0.000000,-0.003500,-17.387209,-96.500000,0.000000
4035.000000,-3.500000,-0.000000,-0.003500,-17.404709,-96.500000,0.000000
4040.000000,-3.500000,-0.000000,-0.003500,-17.422209,-96.500000,0.000000
4045.000000,-3.500000,-0.000000,-0.003500,-17.439709,-96.500000,0.000000
4050.000000,-3.500000,-0.000000,-0.003500,-17.457209,-96.500000,0.000000
4055.000000,-3.500000,-0.000000,-0.003500,-17.474709,-96.500000,0.000000
4060.000000,-3.500000,-0.000000,-0.003500,-17.492209,-96.500000,0.000000
4065.000000,-3.500000,-0.000000,-0.003500,-17.509709,-96.500000,0.000000
4070.000000,-3.500000,-0.000000,-0.003500,-17.527209,-96.500000,0.000000
4075.000000,-3.500000,-0.000000,-0.003500,-17.544709,-96.500000,0.000000
4080.000000,-3.500000,-0.000000,-0.003500,-17.562209,-96.500000,0.000000
4085.000000,-3.500000,-0.000000,-0.003500,-17.579709,-96.500000,0.000000
4090.000000,-3.500000,-0.000000,-0.003500,-17.597209,-96.500000,0.000000
4095.000000,-3.500000,-0.000000,-0.003500,-17.614709,-96.500000,0.000000
4100.000000,-3.500000,-0.000000,-0.003500,-17.632209,-96.500000,0.000000
4105.000000,-3.500000,-0.000000,-0.003500,-17.649709,-96.500000,0.000000
4110.000000,-3.500000,-0.000000,-0.003500,-17.667209,-96.500000,0.000000
4115.000000,-3.500000,-0.000000,-0.003500,-17.684709,-96.500000,0.000000
4120.000000,-3.500000,-0.000000,-0.003500,-17.702209,-96.500000,0.000000
4125.000000,-3.500000,-0.000000,-0.003500,-17.719709,-96.500000,0.000000
4130.000000,-3.500000,-0.000000,-0.003500,-17.737209,-96.500000,0.000000
4135.000000,-3.500000,-0.000000,-0.003500,-17.754709,-96.500000,0.000000
4140.000000,-3.500000,-0.000000,-0.003500,-17.772209,-96.500000,0.000000
4145.000000,-3.500000,-0.000000,-0.003500,-17.789709,-96.500000,0.000000
4150.000000,-3.500000,-0.000000,-0.003500,-17.807209,-96.500000,0.000000
4155.000000,-3.500000,-0.000000,-0.003500,-17.824709,-96.500000,0.000000
4160.000000,-3.500000,-0.000000,-0.003500,-17.842209,-96.500000,0.000000
4165.000000,-3.500000,-0.000000,-0.003500,-17.859709,-96.500000,0.000000
4170.000000,-3.500000,-0.000000,-0.003500,-17.877209,-96.500000,0.000000
4175.000000,-3.500000,-0.000000,-0.003500,-17.894709,-96.500000,0.000000
4180.000000,-3.500000,-0.000000,-0.003500,-17.912209,-96.500000,0.000000
4185.000000,-3.500000,-0.000000,-0.003500,-17.929709,-96.500000,0.000000
4190.000000,-3.500000,-0.000000,-0.003500,-17.947209,-96.500000,0.000000
4195.000000,-3.500000,-0.000000,-0.003500,-17.964709,-96.500000,0.000000
4200.000000,-3.500000,-0.000000,-0.003500,-17.982209,-96.500000,0.000000
4205.000000,-3.500000,-0.000000,-0.003500,-17.999709,-96.500000,0.000000
4210.000000,-3.500000,-0.000000,-0.003500,-18.017209,-96.500000,0.000000
4215.000000,-3.500000,-0.000000,-0.003500,-18.034709,-96.500000,0.000000
4220.000000,-3.500000,-0.000000,-0.003500,-18.052209,-96.500000,0.000000
4225.000000,-3.500000,-0.000000,-0.003500,-18.069709,-96.500000,0.000000
4230.000000,-3.500000,-0.000000,-0.003500,-18.087209,-96.500000,0.000000
4235.000000,-3.500000,-0.000000,-0.003500,-18.104709,-96.500000,0.000000
4240.000000,-3.500000,-0.000000,-0.003500,-18.122209,-96.500000,0.000000
4245.000000,-3.500000,-0.000000,-0.003500,-18.139709,-96.500000,0.000000
4250.000000,-3.500000,-0.000000,-0.003500,-18.157209,-96.500000,0.000000
4255.000000,-3.500000,-0.000000,-0.003500,-18.174709,-96.500000,0.000000
4260.000000,-3.500000,-0.000000,-0.003500,-18.192209,-96.500000,0.000000
4265.000000,-3.500000,-0.000000,-0.003500,-18.209709,-96.500000,0.000000
4270.000000,-3.500000,-0.000000,-0.003500,-18.227209,-96.500000,0.000000
4275.000000,-3.500000,-0.000000,-0.003500,-18.244709,-96.500000,0.000000
4280.000000,-3.500000,-0.000000,-0.003500,-18.262209,-96.500000,0.000000
4285.000000,-3.500000,-0.000000,-0.003500,-18.279709,-96.500000,0.000000
4290.000000,-3.500000,-0.000000,-0.003500,-18.297209,-96.500000,0.000000
4295.000000,-3.500000,-0.000000,-0.003500,-18.314709,-96.500000,0.000000
4300.000000,-3.500000,-0.000000,-0.003500,-18.332209,-96.500000,0.000000
4305.000000,-3.500000,-0.000000,-0.003500,-18.349709,-96.500000,0.000000
4310.000000,-3.500000,-0.000000,-0.003500,-18.367209,-96.500000,0.000000
4315.000000,-3.500000,-0.000000,-0.003500,-18.384709,-96.500000,0.000000
4320.000000,-3.500000,-0.000000,-0.003500,-18.402209,-96.500000,0.000000
4325.000000,-3.500000,-0.000000,-0.003500,-18.419709,-96.500000,0.000000
4330.000000,-3.500000,-0.000000,-0.003500,-18.437209,-96.500000,0.000000
4335.000000,-3.500000,-0.000000,-0.003500,-18.454709,-96.500000,0.000000
4340.000000,-3.500000,-0.000000,-0.003500,-18.472209,-96.500000,0.000000
4345.000000,-3.500000,-0.000000,-0.003500,-18.489709,-96.500000,0.000000
4350.000000,-3.500000,-0.000000,-0.003500,-18.507209,-96.500000,0.000000
4355.000000,-3.500000,-0.000000,-0.003500,-18.524709,-96.500000,0.000000
4360.000000,-3.500000,-0.000000,-0.003500,-18.542209,-96.500000,0.000000
4365.000000,-3.500000,-0.000000,-0.003500,-18.559709,-96.500000,0.000000
4370.000000,-3.500000,-0.000000,-0.003500,-18.577209,-96.500000,0.000000
4375.000000,-3.500000,-0.000000,-0.003500,-18.594709,-96.500000,0.000000
4380.000000,-3.500000,-0.000000,-0.003500,-18.612209,-96.500000,0.000000
4385.000000,-3.500000,-0.000000,-0.003500,-18.629709,-96.500000,0.000000
4390.000000,-3.500000,-0.000000,-0.003500,-18.647209,-96.500000,0.000000
4395.000000,-3.500000,-0.000000,-0.003500,-18.664709,-96.500000,0.000000
4400.000000,-3.500000,-0.000000,-0.003500,-18.682209,-96.500000,0.000000
4405.000000,-3.500000,-0.000000,-0.003500,-18.699709,-96.500000,0.000000
4410.000000,-3.500000,-0.000000,-0.003500,-18.717209,-96.500000,0.000000
4415.000000,-3.500000,-0.000000,-0.003500,-18.734709,-96.500000,0.000000
4420.000000,-3.500000,-0.000000,-0.003500,-18.752209,-96.500000,0.000000
4425.000000,-3.500000,-0.000000,-0.003500,-18.769709,-96.500000,0.000000
4430.000000,-3.500000,-0.000000,-0.003500,-18.787209,-96.500000,0.000000
4435.000000,-3.500000,-0.000000,-0.003500,-18.804709,-96.500000,0.000000
4440.000000,-3.500000,-0.000000,-0.003500,-18.822209,-96.500000,0.000000
4445.000000,-3.500000,-0.000000,-0.003500,-18.839709,-96.500000,0.000000
4450.000000,-3.500000,-0.000000,-0.003500,-18.857209,-96.500000,0.000000
4455.000000,-3.500000,-0.000000,-0.003500,-18.874709,-96.500000,0.000000
4460.000000,-3.500000,-0.000000,-0.003500,-18.892209,-96.500000,0.000000
4465.000000,-3.500000,-0.000000,-0.003500,-18.909709,-96.500000,0.000000
4470.000000,-3.500000,-0.000000,-0.003500,-18.927209,-96.500000,0.000000
4475.000000,-3.500000,-0.000000,-0.003500,-18.944709,-96.500000,0.000000
4480.000000,-3.500000,-0.000000,-0.003500,-18.962209,-96.500000,0.000000
4485.000000,-3.500000,-0.000000,-0.003500,-18.979709,-96.500000,0.000000
4490.000000,-3.500000,-0.000000,-0.003500,-18.997209,-96.500000,0.000000
4495.000000,-3.500000,-0.000000,-0.003500,-19.014709,-96.500000,0.000000
4500.000000,-3.500000,-0.000000,-0.003500,-19.032209,-96.500000,0.000000
4505.000000,-3.500000,-0.000000,-0.003500,-19.049709,-96.500000,0.000000
4510.000000,-3.500000,-0.000000,-0.003500,-19.067209,-96.500000,0.000000
4515.000000,-3.500000,-0.000000,-0.003500,-19.084709,-96.500000,0.000000
4520.000000,-3.500000,-0.000000,-0.003500,-19.102209,-96.500000,0.000000
4525.000000,-3.500000,-0.000000,-0.003500,-19.119709,-96.500000,0.000000
4530.000000,-3.500000,-0.000000,-0.003500,-19.137209,-96.500000,0.000000
4535.000000,-3.500000,-0.000000,-0.003500,-19.154709,-96.500000,0.000000
4540.000000,-3.500000,-0.000000,-0.003500,-19.172209,-96.500000,0.000000
4545.000000,-3.500000,-0.000000,-0.003500,-19.189709,-96.500000,0.000000
4550.000000,-3.500000,-0.000000,-0.003500,-19.207209,-96.500000,0.000000
4555.000000,-3.500000,-0.000000,-0.003500,-19.224709,-96.500000,0.000000
4560.000000,-3.500000,-0.000000,-0.003500,-19.242209,-96.500000,0.000000
4565.000000,-3.500000,-0.000000,-0.003500,-19.259709,-96.500000,0.000000
4570.000000,-3.500000,-0.000000,-0.003500,-19.277209,-96.500000,0.000000
4575.000000,-3.500000,-0.000000,-0.003500,-19.294709,-96.500000,0.000000
4580.000000,-3.500000,-0.000000,-0.003500,-19.312209,-96.500000,0.000000
4585.000000,-3.500000,-0.000000,-0.003500,-19.329709,-96.500000,0.000000
4590.000000,-3.500000,-0.000000,-0.003500,-19.347209,-96.500000,0.000000
4595.000000,-3.500000,-0.000000,-0.003500,-19.364709,-96.500000,0.000000
4600.000000,-3.500000,-0.000000,-0.003500,-19.382209,-96.500000,0.000000
4605.000000,-3.500000,-0.000000,-0.003500,-19.399709,-96.500000,0.000000
4610.000000,-3.500000,-0.000000,-0.003500,-19.417209,-96.500000,0.000000
4615.000000,-3.500000,-0.000000,-0.003500,-19.434709,-96.500000,0.000000
4620.000000,-3.500000,-0.000000,-0.003500,-19.452209,-96.500000,0.000000
4625.000000,-3.500000,-0.000000,-0.003500,-19.469709,-96.500000,0.000000
4630.000000,-3.500000,-0.000000,-0.003500,-19.487209,-96.500000,0.000000
4635.000000,-3.500000,-0.000000,-0.003500,-19.504709,-96.500000,0.000000
4640.000000,-3.500000,-0.000000,-0.003500,-19.522209,-96.500000,0.000000
4645.000000,-3.500000,-0.000000,-0.003500,-19.539709,-96.500000,0.000000
4650.000000,-3.500000,-0.000000,-0.003500,-19.557209,-96.500000,0.000000
4655.000000,-3.500000,-0.000000,-0.003500,-19.574709,-96.500000,0.000000
4660.000000,-3.500000,-0.000000,-0.003500,-19.592209,-96.500000,0.000000
4665.000000,-3.500000,-0.000000,-0.003500,-19.609709,-96.500000,0.000000
4670.000000,-3.500000,-0.000000,-0.003500,-19.627209,-96.500000,0.000000
4675.000000,-3.500000,-0.000000,-0.003500,-19.644709,-96.500000,0.000000
4680.000000,-3.500000,-0.000000,-0.003500,-19.662209,-96.500000,0.000000
4685.000000,-3.500000,-0.000000,-0.003500,-19.679709,-96.500000,0.000000
4690.000000,-3.500000,-0.000000,-0.003500,-19.697209,-96.500000,0.000000
4695.000000,-3.500000,-0.000000,-0.003500,-19.714709,-96.500000,0.000000
4700.000000,-3.500000,-0.000000,-0.003500,-19.732209,-96.500000,0.000000
4705.000000,-3.500000,-0.000000,-0.003500,-19.749709,-96.500000,0.000000
4710.000000,-3.500000,-0.000000,-0.003500,-19.767209,-96.500000,0.000000
4715.000000,-3.500000,-0.000000,-0.003500,-19.784709,-96.500000,0.000000
4720.000000,-3.500000,-0.000000,-0.003500,-19.802209,-96.500000,0.000000
4725.000000,-3.500000,-0.000000,-0.003500,-19.819709,-96.500000,0.000000
4730.000000,-3.500000,-0.000000,-0.003500,-19.837209,-96.500000,0.000000
4735.000000,-3.500000,-0.000000,-0.003500,-19.854709,-96.500000,0.000000
4740.000000,-3.500000,-0.000000,-0.003500,-19.872209,-96.500000,0.000000
4745.000000,-3.500000,-0.000000,-0.003500,-19.889709,-96.500000,0.000000
4750.000000,-3.500000,-0.000000,-0.003500,-19.907209,-96.500000,0.000000
4755.000000,-3.500000,-0.000000,-0.003500,-19.924709,-96.500000,0.000000
4760.000000,-3.500000,-0.000000,-0.003500,-19.942209,-96.500000,0.000000
4765.000000,-3.500000,-0.000000,-0.003500,-19.959709,-96.500000,0.000000
4770.000000,-3.500000,-0.000000,-0.003500,-19.977209,-96.500000,0.000000
4775.000000,-3.500000,-0.000000,-0.003500,-19.994709,-96.500000,0.000000
4780.000000,-3.500000,-0.000000,-0.003500,-20.012209,-96.500000,0.000000
4785.000000,-3.500000,-0.000000,-0.003500,-20.029709,-96.500000,0.000000
4790.000000,-3.500000,-0.000000,-0.003500,-20.047209,-96.500000,0.000000
4795.000000,-3.500000,-0.000000,-0.003500,-20.064709,-96.500000,0.000000
4800.000000,-3.500000,-0.000000,-0.003500,-20.082209,-96.500000,0.000000
4805.000000,-3.500000,-0.000000,-0.003500,-20.099709,-96.500000,0.000000
4810.000000,-3.500000,-0.000000,-0.003500,-20.117209,-96.500000,0.000000
4815.000000,-3.500000,-0.000000,-0.003500,-20.134709,-96.500000,0.000000
4820.000000,-3.500000,-0.000000,-0.003500,-20.152209,-96.500000,0.000000
4825.000000,-3.500000,-0.000000,-0.003500,-20.169709,-96.500000,0.000000
4830.000000,-3.500000,-0.000000,-0.003500,-20.187209,-96.500000,0.000000
4835.000000,-3.500000,-0.000000,-0.003500,-20.204709,-96.500000,0.000000
4840.000000,-3.500000,-0.000000,-0.003500,-20.222209,-96.500000,0.000000
4845.000000,-3.500000,-0.000000,-0.003500,-20.239709,-96.500000,0.000000
4850.000000,-3.500000,-0.000000,-0.003500,-20.257209,-96.500000,0.000000
4855.000000,-3.500000,-0.000000,-0.003500,-20.274709,-96.500000,0.000000
4860.000000,-3.500000,-0.000000,-0.003500,-20.292209,-96.500000,0.000000
4865.000000,-3.500000,-0.000000,-0.003500,-20.309709,-96.500000,0.000000
4870.000000,-3.500000,-0.000000,-0.003500,-20.327209,-96.500000,0.000000
4875.000000,-3.500000,-0.000000,-0.003500,-20.344709,-96.500000,0.000000
4880.000000,-3.500000,-0.000000,-0.003500,-20.362209,-96.500000,0.000000
4885.000000,-3.500000,-0.000000,-0.003500,-20.379709,-96.500000,0.000000
4890.000000,-3.500000,-0.000000,-0.003500,-20.397209,-96.500000,0.000000
4895.000000,-3.500000,-0.000000,-0.003500,-20.414709,-96.500000,0.000000
4900.000000,-3.500000,-0.000000,-0.003500,-20.432209,-96.500000,0.000000
4905.000000,-3.500000,-0.000000,-0.003500,-20.449709,-96.500000,0.000000
4910.000000,-3.500000,-0.000000,-0.003500,-20.467209,-96.500000,0.000000
4915.000000,-3.500000,-0.000000,-0.003500,-20.484709,-96.500000,0.000000
4920.000000,-3.500000,-0.000000,-0.003500,-20.502209,-96.500000,0.000000
4925.000000,-3.500000,-0.000000,-0.003500,-20.519709,-96.500000,0.000000
4930.000000,-3.500000,-0.000000,-0.003500,-20.537209,-96.500000,0.000000
4935.000000,-3.500000,-0.000000,-0.003500,-20.554709,-96.500000,0.000000
4940.000000,-3.500000,-0.000000,-0.003500,-20.572209,-96.500000,0.000000
4945.000000,-3.500000,-0.000000,-0.003500,-20.589709,-96.500000,0.000000
4950.000000,-3.500000,-0.000000,-0.003500,-20.607209,-96.500000,0.000000
4955.000000,-3.500000,-0.000000,-0.003500,-20.624709,-96.500000,0.000000
4960.000000,-3.500000,-0.000000,-0.003500,-20.642209,-96.500000,0.000000
4965.000000,-3.500000,-0.000000,-0.003500,-20.659709,-96.500000,0.000000
4970.000000,-3.500000,-0.000000,-0.003500,-20.677209,-96.500000,0.000000
4975.000000,-3.500000,-0.000000,-0.003500,-20.694709,-96.500000,0.000000
4980.000000,-3.500000,-0.000000,-0.003500,-20.712209,-96.500000,0.000000
4985.000000,-3.500000,-0.000000,-0.003500,-20.729709,-96.500000,0.000000
4990.000000,-3.500000,-0.000000,-0.003500,-20.747209,-96.500000,0.000000
4995.000000,-3.500000,-0.000000,-0.003500,-20.764709,-96.500000,0.000000
5000.000000,-3.500000,-0.000000,-0.003500,-20.782209,-96.500000,0.000000
5005.000000,-3.500000,-0.000000,-0.003500,-20.799709,-96.500000,0.000000
5010.000000,-3.500000,-0.000000,-0.003500,-20.817209,-96.500000,0.000000
5015.000000,-3.500000,-0.000000,-0.003500,-20.834709,-96.500000,0.000000
5020.000000,-3.500000,-0.000000,-0.003500,-20.852209,-96.500000,0.000000
5025.000000,-3.500000,-0.000000,-0.003500,-20.869709,-96.500000,0.000000
5030.000000,-3.500000,-0.000000,-0.003500,-20.887209,-96.500000,0.000000
5035.000000,-3.500000,-0.000000,-0.003500,-20.904709,-96.500000,0.000000
5040.000000,-3.500000,-0.000000,-0.003500,-20.922209,-96.500000,0.000000
5045.000000,-3.500000,-0.000000,-0.003500,-20.939709,-96.500000,0.000000
5050.000000,-3.500000,-0.000000,-0.003500,-20.957209,-96.500000,0.000000
5055.000000,-3.500000,-0.000000,-0.003500,-20.974709,-96.500000,0.000000
5060.000000,-3.500000,-0.000000,-0.003500,-20.992209,-96.500000,0.000000
5065.000000,-3.500000,-0.000000,-0.003500,-21.009709,-96.500000,0.000000
5070.000000,-3.500000,-0.000000,-0.003500,-21.027209,-96.500000,0.000000
5075.000000,-3.500000,-0.000000,-0.003500,-21.044709,-96.500000,0.000000
5080.000000,-3.500000,-0.000000,-0.003500,-21.062209,-96.500000,0.000000
5085.000000,-3.500000,-0.000000,-0.003500,-21.079709,-96.500000,0.000000
5090.000000,-3.500000,-0.000000,-0.003500,-21.097209,-96.500000,0.000000
5095.000000,-3.500000,-0.000000,-0.003500,-21.114709,-96.500000,0.000000
5100.000000,-3.500000,-0.000000,-0.003500,-21.132209,-96.500000,0.000000
5105.000000,-3.500000,-0.000000,-0.003500,-21.149709,-96.500000,0.000000
5110.000000,-3.500000,-0.000000,-0.003500,-21.167209,-96.500000,0.000000
5115.000000,-3.500000,-0.000000,-0.003500,-21.184709,-96.500000,0.000000
5120.000000,-3.500000,-0.000000,-0.003500,-21.202209,-96.500000,0.000000
5125.000000,-3.500000,-0.000000,-0.003500,-21.219709,-96.500000,0.000000
5130.000000,-3.500000,-0.000000,-0.003500,-21.237209,-96.500000,0.000000
5135.000000,-3.500000,-0.000000,-0.003500,-21.254709,-96.500000,0.000000
5140.000000,-3.500000,-0.000000,-0.003500,-21.272209,-96.500000,0.000000
5145.000000,-3.500000,-0.000000,-0.003500,-21.289709,-96.500000,0.000000
5150.000000,-3.500000,-0.000000,-0.003500,-21.307209,-96.500000,0.000000
5155.000000,-3.500000,-0.000000,-0.003500,-21.324709,-96.500000,0.000000
5160.000000,-3.500000,-0.000000,-0.003500,-21.342209,-96.500000,0.000000
5165.000000,-3.500000,-0.000000,-0.003500,-21.359709,-96.500000,0.000000
5170.000000,-3.500000,-0.000000,-0.003500,-21.377209,-96.500000,0.000000
5175.000000,-3.500000,-0.000000,-0.003500,-21.394709,-96.500000,0.000000
5180.000000,-3.500000,-0.000000,-0.003500,-21.412209,-96.500000,0.000000
5185.000000,-3.500000,-0.000000,-0.003500,-21.429709,-96.500000,0.000000
5190.000000,-3.500000,-0.000000,-0.003500,-21.447209,-96.500000,0.000000
5195.000000,-3.500000,-0.000000,-0.003500,-21.464709,-96.500000,0.000000
5200.000000,-3.500000,-0.000000,-0.003500,-21.482209,-96.500000,0.000000
5205.000000,-3.500000,-0.000000,-0.003500,-21.499709,-96.500000,0.000000
5210.000000,-3.500000,-0.000000,-0.003500,-21.517209,-96.500000,0.000000
5215.000000,-3.500000,-0.000000,-0.003500,-21.534709,-96.500000,0.000000
5220.000000,-3.500000,-0.000000,-0.003500,-21.552209,-96.500000,0.000000
5225.000000,-3.500000,-0.000000,-0.003500,-21.569709,-96.500000,0.000000
5230.000000,-3.500000,-0.000000,-0.003500,-21.587209,-96.500000,0.000000
5235.000000,-3.500000,-0.000000,-0.003500,-21.604709,-96.500000,0.000000
5240.000000,-3.500000,-0.000000,-0.003500,-21.622209,-96.500000,0.000000
5245.000000,-3.500000,-0.000000,-0.003500,-21.639709,-96.500000,0.000000
5250.000000,-3.500000,-0.000000,-0.003500,-21.657209,-96.500000,0.000000
5255.000000,-3.500000,-0.000000,-0.003500,-21.674709,-96.500000,0.000000
5260.000000,-3.500000,-0.000000,-0.003500,-21.692209,-96.500000,0.000000
5265.000000,-3.500000,-0.000000,-0.003500,-21.709709,-96.500000,0.000000
5270.000000,-3.500000,-0.000000,-0.003500,-21.727209,-96.500000,0.000000
5275.000000,-3.500000,-0.000000,-0.003500,-21.744709,-96.500000,0.000000
5280.000000,-3.500000,-0.000000,-0.003500,-21.762209,-96.500000,0.000000
5285.000000,-3.500000,-0.000000,-0.003500,-21.779709,-96.500000,0.000000
5290.000000,-3.500000,-0.000000,-0.003500,-21.797209,-96.500000,0.000000
5295.000000,-3.500000,-0.000000,-0.003500,-21.814709,-96.500000,0.000000
5300.000000,-3.500000,-0.000000,-0.003500,-21.832209,-96.500000,0.000000
5305.000000,-3.500000,-0.000000,-0.003500,-21.849709,-96.500000,0.000000
5310.000000,-3.500000,-0.000000,-0.003500,-21.867209,-96.500000,0.000000
5315.000000,-3.500000,-0.000000,-0.003500,-21.884709,-96.500000,0.000000
5320.000000,-3.500000,-0.000000,-0.003500,-21.902209,-96.500000,0.000000
5325.000000,-3.500000,-0.000000,-0.003500,-21.919709,-96.500000,0.000000
5330.000000,-3.500000,-0.000000,-0.003500,-21.937209,-96.500000,0.000000
5335.000000,-3.500000,-0.000000,-0.003500,-21.954709,-96.500000,0.000000
5340.000000,-3.500000,-0.000000,-0.003500,-21.972209,-96.500000,0.000000
5345.000000,-3.500000,-0.000000,-0.003500,-21.989709,-96.500000,0.000000
5350.000000,-3.500000,-0.000000,-0.003500,-22.007209,-96.500000,0.000000
5355.000000,-3.500000,-0.000000,-0.003500,-22.024709,-96.500000,0.000000
5360.000000,-3.500000,-0.000000,-0.003500,-22.042209,-96.500000,0.000000
5365.000000,-3.500000,-0.000000,-0.003500,-22.059709,-96.500000,0.000000
5370.000000,-3.500000,-0.000000,-0.003500,-22.077209,-96.500000,0.000000
5375.000000,-3.500000,-0.000000,-0.003500,-22.094709,-96.500000,0.000000
5380.000000,-3.500000,-0.000000,-0.003500,-22.112209,-96.500000,0.000000
5385.000000,-3.500000,-0.000000,-0.003500,-22.129709,-96.500000,0.000000
5390.000000,-3.500000,-0.000000,-0.003500,-22.147209,-96.500000,0.000000
5395.000000,-3.500000,-0.000000,-0.003500,-22.164709,-96.500000,0.000000
5400.000000,-3.500000,-0.000000,-0.003500,-22.182209,-96.500000,0.000000
5405.000000,-3.500000,-0.000000,-0.003500,-22.199709,-96.500000,0.000000
5410.000000,-3.500000,-0.000000,-0.003500,-22.217209,-96.500000,0.000000
5415.000000,-3.500000,-0.000000,-0.003500,-22.234709,-96.500000,0.000000
5420.000000,-3.500000,-0.000000,-0.003500,-22.252209,-96.500000,0.000000
5425.000000,-3.500000,-0.000000,-0.003500,-22.269709,-96.500000,0.000000
5430.000000,-3.500000,-0.000000,-0.003500,-22.287209,-96.500000,0.000000
5435.000000,-3.500000,-0.000000,-0.003500,-22.304709,-96.500000,0.000000
5440.000000,-3.500000,-0.000000,-0.003500,-22.322209,-96.500000,0.000000
5445.000000,-3.500000,-0.000000,-0.003500,-22.339709,-96.500000,0.000000
5450.000000,-3.500000,-0.000000,-0.003500,-22.357209,-96.500000,0.000000
5455.000000,-3.500000,-0.000000,-0.003500,-22.374709,-96.500000,0.000000
5460.000000,-3.500000,-0.000000,-0.003500,-22.392209,-96.500000,0.000000
5465.000000,-3.500000,-0.000000,-0.003500,-22.409709,-96.500000,0.000000
5470.000000,-3.500000,-0.000000,-0.003500,-22.427209,-96.500000,0.000000
5475.000000,-3.500000,-0.000000,-0.003500,-22.444709,-96.500000,0.000000
5480.000000,-3.500000,-0.000000,-0.003500,-22.462209,-96.500000,0.000000
5485.000000,-3.500000,-0.000000,-0.003500,-22.479709,-96.500000,0.000000
5490.000000,-3.500000,-0.000000,-0.003500,-22.497209,-96.500000,0.000000
5495.000000,-3.500000,-0.000000,-0.003500,-22.514709,-96.500000,0.000000
5500.000000,-3.500000,-0.000000,-0.003500,-22.532209,-96.500000,0.000000
5505.000000,-3.500000,-0.000000,-0.003500,-22.549709,-96.500000,0.000000
5510.000000,-3.500000,-0.000000,-0.003500,-22.567209,-96.500000,0.000000
5515.000000,-3.500000,-0.000000,-0.003500,-22.584709,-96.500000,0.000000
5520.000000,-3.500000,-0.000000,-0.003500,-22.602209,-96.500000,0.000000
5525.000000,-3.500000,-0.000000,-0.003500,-22.619709,-96.500000,0.000000
5530.000000,-3.500000,-0.000000,-0.003500,-22.637209,-96.500000,0.000000
5535.000000,-3.500000,-0.000000,-0.003500,-22.654709,-96.500000,0.000000
5540.000000,-3.500000,-0.000000,-0.003500,-22.672209,-96.500000,0.000000
5545.000000,-3.500000,-0.000000,-0.003500,-22.689709,-96.500000,0.000000
5550.000000,-3.500000,-0.000000,-0.003500,-22.707209,-96.500000,0.000000
5555.000000,-3.500000,-0.000000,-0.003500,-22.724709,-96.500000,0.000000
5560.000000,-3.500000,-0.000000,-0.003500,-22.742209,-96.500000,0.000000
5565.000000,-3.500000,-0.000000,-0.003500,-22.759709,-96.500000,0.000000
5570.000000,-3.500000,-0.000000,-0.003500,-22.777209,-96.500000,0.000000
5575.000000,-3.500000,-0.000000,-0.003500,-22.794709,-96.500000,0.000000
